Job`Customer`Order_Date`Part_Number`Rev`Description`Order_Quantity`Extra_Quantity`Pick_Quantity`Make_Quantity`Open_Operations`Completed_Quantity`Shipped_Quantity`FG_Transfer_Qty`In_Production_Quantity`Certs_Required`Act_Scrap_Quantity`Customer_PO`Customer_PO_LN`Sched_End`Sched_Start` `Released_Date`User_Values
---`--------`----------`-----------`---`-----------`--------------`--------------`-------------`-------------`---------------`------------------`----------------`---------------`----------------------`--------------`------------------`-----------`--------------`---------`-----------`-`-------------`-----------
LBR2023-03`NULL`2023-02-28 00:00:00.000`NULL`NULL`NULL`1`0`0`1`5`0`0`0`1`0`0`NULL`NULL`NULL`NULL`NULL`NULL`NULL
128943`EDG GEAR`2023-03-29 00:00:00.000`343605`A`76T, 6 DP`5`0`0`5`10`0`0`0`5`0`0`RF 03/29/23`10`2023-05-30 00:00:00.000`2023-04-18 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128942`EDG GEAR`2023-03-29 00:00:00.000`343603`A`96T, 6 DP CREASER GEAR`5`0`0`5`12`0`0`0`5`0`0`RF 03/29/23`9`2023-05-31 00:00:00.000`2023-04-13 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128941`EDG GEAR`2023-03-29 00:00:00.000`339853`B`47T, 6 DP FEED ROLL GEAR`12`0`0`12`12`0`0`0`12`0`0`RF 03/29/23`8`2023-05-31 00:00:00.000`2023-04-07 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128940`EDG GEAR`2023-03-29 00:00:00.000`339852`A`35T, 6 DP IDLER GEAR`10`0`0`10`10`0`0`0`10`0`0`RF 03/29/23`7`2023-05-30 00:00:00.000`2023-04-18 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128939`EDG GEAR`2023-03-29 00:00:00.000`333430`C`37T, 6 DP MESH GEAR`15`0`0`15`12`0`0`0`15`0`0`RF 03/29/23`6`2023-05-31 00:00:00.000`2023-04-12 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128938`EDG GEAR`2023-03-29 00:00:00.000`284509`C`44T, 8 DP SPUR GEAR`25`0`0`25`10`0`0`0`25`0`0`RF 03/29/23`5`2023-05-31 00:00:00.000`2023-04-21 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128931`EDG GEAR`2023-03-29 00:00:00.000`283291`NULL`44T, 8 DP DRIVE GEAR`25`0`0`25`8`0`0`0`25`0`0`RF 03/29/23`4`2023-05-31 00:00:00.000`2023-05-01 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128930`EDG GEAR`2023-03-29 00:00:00.000`161665`J`54T, 8 DP ECCENTRIC HOUSING`6`0`0`6`10`0`0`0`6`0`0`RF 03/29/23`3`2023-05-31 00:00:00.000`2023-04-26 00:00:00.000`1 ITEM  Greg V`2023-03-31 00:00:00.000`NULL
128929`EDG GEAR`2023-03-29 00:00:00.000`123184`G`95T, 10 DP INTERNAL`8`0`0`8`14`0`0`0`8`0`0`RF 03/29/23`2`2023-06-01 00:00:00.000`2023-04-07 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128928`EDG GEAR`2023-03-29 00:00:00.000`100546`C`50T, 6 DP ANTILOX GEAR`8`0`0`8`10`0`0`0`8`0`0`RF 03/29/23`1`2023-05-31 00:00:00.000`2023-04-24 00:00:00.000`1 ITEM Greg V`2023-03-31 00:00:00.000`NULL
128927`KORBER`2023-03-29 00:00:00.000`05053667`NULL`40T, 2 MOD GEAR`1`0`0`1`8`0`0`0`1`0`0`4201151626`4`2023-04-21 00:00:00.000`2023-04-06 00:00:00.000`1 OF 4 ITEMS - SEPARATE SHIP DATES - SHIPS WITH JOB#128924 & 128925 Greg V`2023-03-31 00:00:00.000`NULL
128926`KORBER`2023-03-29 00:00:00.000`185532`3`25T, 1" PITCH SPROCKET`94`0`0`94`9`0`0`0`94`0`0`4201151626`3`2023-05-08 00:00:00.000`2023-04-04 00:00:00.000`1 OF 4 ITEMS - SEPARATE SHIP DATES - THIS SHIPS LAST BY ITSELF  Greg V`2023-03-31 00:00:00.000`NULL
128925`KORBER`2023-03-29 00:00:00.000`086968`NULL`30L050 PULLEY - ALUMINUM`3`0`3`0`3`0`0`0`0`0`0`4201151626`2`2023-04-21 00:00:00.000`2023-04-17 00:00:00.000`1 OF 4 ITEMS - SEPARATE SHIP DATES - SHIPS WITH JOB#128924 & 128927 Greg V`2023-03-31 00:00:00.000`NULL
128924`KORBER`2023-03-29 00:00:00.000`037329`NULL`25T, ¾" PITCH SPROCKET`4`4`0`8`8`0`0`0`8`0`0`4201151626`1`2023-04-21 00:00:00.000`2023-04-06 00:00:00.000`1 OF 4 ITEMS - SEPARATE SHIP DATES - SHIPS WITH JOB#128925 & 128927 Greg V`2023-03-31 00:00:00.000`NULL
128921`BAYSEK`2023-03-29 00:00:00.000`A23Z16B-2`-`23T, 1" PITCH G150 SPROCKET,`1`0`0`1`3`0`0`0`1`0`0`0023234`1`2023-04-05 00:00:00.000`2023-03-30 00:00:00.000`1 ITEM - JAMIE`NULL`4367
128873`PCMC`2023-03-27 00:00:00.000`31297643`-`36T, 1.5 MOD. SPUR GEAR`10`1`0`11`6`0`0`0`11`0`0`P691961`1`2023-04-14 00:00:00.000`2023-03-28 00:00:00.000`1 OF 2 ITEMS - SEPARATE SHIP DATES - THIS SHIPS FIRST - JAMIE`2023-03-27 00:00:00.000`4360
128856`PSA - ONTA`2023-03-24 00:00:00.000`1418541`0`SSP48-5MGT-15 X 1.063"`1`0`0`1`7`0`0`0`1`0`0`P613599`1`2023-04-18 00:00:00.000`2023-03-27 00:00:00.000`1 ITEM Caleb H`2023-03-24 00:00:00.000`NULL
128811`EDG GEAR`2023-03-21 00:00:00.000`77616`D`18T, 6 DP MOTOR GEAR`50`0`0`50`5`0`0`0`50`0`0`RF 03/21/23`1`2023-04-11 00:00:00.000`2023-03-24 00:00:00.000`1 ITEM  Greg V`2023-03-22 00:00:00.000`NULL
128741`KORBER`2023-03-15 00:00:00.000`373229`-`P61-14M-85, W/PEENED FLANGES`1`0`0`1`3`0`0`0`1`0`0`4201151331`1`2023-04-06 00:00:00.000`2023-03-20 00:00:00.000`1 ITEM  Greg V`2023-03-17 00:00:00.000`NULL
128727`CREATE-A-P`2023-03-15 00:00:00.000`2000-015-215`NULL`HEAT SEAL RING 2.032`4`2`0`6`2`0`0`0`6`0`0`44326-1`1`2023-03-31 00:00:00.000`2023-03-22 00:00:00.000`1 OF 2 ITEMS  Caleb H`2023-03-15 00:00:00.000`NULL
128710`EDG GEAR`2023-03-14 00:00:00.000`469498`NULL`126T, 8 PITCH INTERNAL GEAR`2`0`0`2`9`0`0`0`2`0`0`RF 03/14/23`12`2023-05-15 00:00:00.000`2023-03-23 00:00:00.000`1 ITEM  Greg V`2023-03-15 00:00:00.000`NULL
128696`STOLLE`2023-03-14 00:00:00.000`CD2-90-11`B`13T, 10DP SPUR GEAR`2`0`2`0`0`2`0`0`0`0`0`A701597`6`2023-04-06 00:00:00.000`2023-03-17 00:00:00.000`1 OF 7 ITEMS - SEPARATE SHIP DATES Caleb H`2023-03-15 00:00:00.000`NULL
128695`STOLLE`2023-03-14 00:00:00.000`CD2-33-2`A`42T PINION GEAR`4`6`0`10`7`0`0`0`10`0`0`A701597`5`2023-04-28 00:00:00.000`2023-03-21 00:00:00.000`1 OF 7 ITEMS - SEPARATE SHIP DATES  Caleb H`2023-03-15 00:00:00.000`NULL
128694`STOLLE`2023-03-14 00:00:00.000`6CD6-45-15`B`60B47 SPROCKET`2`0`2`0`0`2`0`0`0`0`0`A701597`4`2023-04-06 00:00:00.000`2023-03-16 00:00:00.000`1 OF 7 ITEMS - SEPARATE SHIP DATES  Caleb H`2023-03-15 00:00:00.000`NULL
128692`STOLLE`2023-03-14 00:00:00.000`305269`NULL`84T, ¾" PITCH SPROCKET`10`0`10`0`0`10`0`0`0`0`0`A701597`2`2023-04-20 00:00:00.000`2023-04-18 00:00:00.000`1 OF 7 ITEMS - SEPARATE SHIP DATES  Caleb H`2023-03-15 00:00:00.000`NULL
128689`GSS PRESS`2023-03-14 00:00:00.000`140644052`A1`66T, 1/6 CP, CLASS 11 GEAR`2`0`0`2`2`0`0`0`2`0`0`137223-00`2`2023-04-06 00:00:00.000`2023-03-24 00:00:00.000`1 OF 2 ITEMS  Caleb H`2023-03-15 00:00:00.000`NULL
128621`EDG GEAR`2023-03-10 00:00:00.000`482500`NULL`68T, 16DP DRIVE GEAR`6`0`0`6`3`0`0`0`6`0`0`RF 03/10/23`4`2023-04-06 00:00:00.000`2023-03-30 00:00:00.000`1 ITEM  Greg V`2023-03-13 00:00:00.000`NULL
128620`EDG GEAR`2023-03-10 00:00:00.000`471915`NULL`12T, 8DP SPUR GEAR`4`0`0`4`4`0`0`0`4`0`0`RF 03/10/23`3`2023-04-06 00:00:00.000`2023-03-29 00:00:00.000`1 ITEM  Greg V`2023-03-13 00:00:00.000`NULL
128617`CP PACKAGI`2023-03-10 00:00:00.000`M-37377`NULL`SS8MX-42S-36 X 2012`10`0`0`10`0`10`0`0`10`0`0`40841`1`2023-04-03 00:00:00.000`2023-03-17 00:00:00.000`1 ITEM OF 1 Caleb H`2023-03-13 00:00:00.000`NULL
128590`EDG GEAR`2023-03-08 00:00:00.000`451200`B`126T, 8DP INTERNAL GEAR`2`0`0`2`7`0`0`0`2`0`0`RF 03/08/23`8`2023-05-09 00:00:00.000`2023-03-23 00:00:00.000`1 ITEM Greg V`2023-03-10 00:00:00.000`NULL
128580`QUAD-SUSSE`2023-03-08 00:00:00.000`4208-11-1`-`91T, ¼CP SPUR GEAR`1`0`0`1`0`1`0`0`1`0`0`4650119`1`2023-03-31 00:00:00.000`2023-03-13 00:00:00.000`1 ITEM - RETURN SAMPLE - JAMIE`2023-03-09 00:00:00.000`NULL
128570`PURDUE`2023-03-08 00:00:00.000`27T SUN GEAR`NULL`4140 H.T., NITRIDED, TUMBLED`2`0`0`2`4`0`0`0`2`0`0`ANDREW 3-7-23`3`2023-04-10 00:00:00.000`2023-03-15 00:00:00.000`1 OF 3 ITEMS   BRENT`2023-03-08 00:00:00.000`NULL
128557`ALLIED`2023-03-07 00:00:00.000`PPC-4BA`-`20T, 6AXDP WORM GEAR`20`0`0`20`0`20`0`0`20`0`0`00002968`1`2023-04-04 00:00:00.000`2023-03-15 00:00:00.000`1 ITEM  BRENT`2023-03-07 00:00:00.000`NULL
128537`APPLIED MA`2023-03-06 00:00:00.000`922557`2`44T, 6 DP R.H. HELICAL GEAR`6`0`0`6`6`0`0`0`6`0`0`4511646972`11`2023-04-26 00:00:00.000`2023-03-27 00:00:00.000`1 OF 11 ITEMS  BRENT`2023-03-07 00:00:00.000`NULL
128536`APPLIED MA`2023-03-06 00:00:00.000`922556`4`32T, 6 DP, L.H. HELICAL GEAR`6`0`0`6`8`0`0`0`6`0`0`4511646972`10`2023-04-26 00:00:00.000`2023-03-23 00:00:00.000`1 OF 11 ITEMS   BRENT`2023-03-07 00:00:00.000`NULL
128530`APPLIED MA`2023-03-06 00:00:00.000`774227`7`84T, 8DP SPUR GEAR,`4`0`0`4`8`0`0`0`4`0`0`4511646972`4`2023-04-26 00:00:00.000`2023-03-23 00:00:00.000`1 OF 11 ITEMS   BRENT`2023-03-07 00:00:00.000`NULL
128527`APPLIED MA`2023-03-06 00:00:00.000`774224`6`28T, 8 DP SPUR GEAR`6`0`0`6`6`0`0`0`6`0`0`4511646972`1`2023-04-26 00:00:00.000`2023-03-22 00:00:00.000`1 OF11 ITEMS   BRENT`2023-03-07 00:00:00.000`NULL
128474`PSA - ONTA`2023-03-01 00:00:00.000`21P523-SOLID`B`33T, 8DP SPUR GEAR`3`0`0`3`0`3`0`0`3`0`0`P612130`1`2023-04-06 00:00:00.000`2023-03-22 00:00:00.000`1 ITEM  Caleb H`2023-03-02 00:00:00.000`NULL
128442`PCMC PLY`2023-02-28 00:00:00.000`348893.686.0`NULL`120T, 6 DP ASSEMBLY`2`0`0`2`0`4`2`0`0`0`0`P034795`1`2023-03-31 00:00:00.000`2023-03-02 00:00:00.000`1 ITEM 1 ITEM 1 ITEM  caleb h Caleb H Caleb H`2023-02-28 00:00:00.000`NULL
128413`EDG GEAR`2023-02-24 00:00:00.000`459755`A`97T, 6DP SPUR GEAR`4`0`0`4`4`0`0`0`4`0`0`RF 02/24/23`6`2023-04-27 00:00:00.000`2023-03-08 00:00:00.000`1 ITEM  Greg V`2023-02-27 00:00:00.000`NULL
128405`PCMC PLY`2023-02-24 00:00:00.000`30704078`NULL`90T, 8 DP`1`0`0`1`2`0`0`0`1`0`0`P034817`1`2023-04-10 00:00:00.000`2023-03-21 00:00:00.000`1 OF 2 ITEMS  Caleb H`2023-02-24 00:00:00.000`NULL
128162`EDG GEAR`2023-02-10 00:00:00.000`284501`E`97T, 6 DP REGISTER GEAR`8`0`0`8`5`0`0`0`8`0`0`RF 02/10/23`6`2023-04-17 00:00:00.000`2023-04-05 00:00:00.000`1 ITEM Greg V`2023-02-13 00:00:00.000`NULL
128160`EDG GEAR`2023-02-10 00:00:00.000`161661`J`54T, 8 DP ECCENTRIC HOUSING`6`0`0`6`4`0`0`0`6`0`0`RF 02/10/23`4`2023-04-13 00:00:00.000`2023-03-14 00:00:00.000`1 ITEM  Greg V`2023-02-13 00:00:00.000`NULL
128147`STOLLE`2023-02-10 00:00:00.000`222026195`A`21T, 7/8" PITCH TIMING PULLEY`8`0`0`8`6`0`0`0`8`0`0`A697978`3`2023-05-12 00:00:00.000`2023-03-27 00:00:00.000`1 OF 3 ITEMS - SEPARATE SHIP DATES - BLANKET ORDER  Caleb H`2023-02-10 00:00:00.000`NULL
128146`STOLLE`2023-02-10 00:00:00.000`CMP-45-49`NULL`60B24 SPROCKET`2`4`0`6`0`5`0`0`6`0`0`A697978`2`2023-04-06 00:00:00.000`2023-03-01 00:00:00.000`1 OF 3 ITEMS - SEPARATE SHIP DATES  Caleb H`2023-02-10 00:00:00.000`NULL
127788`EMS`2023-01-17 00:00:00.000`9603037 - G.I.`C`6/5V 8.50 SHEAVE`20`0`1`19`1`0`0`0`18`0`1`I00295599`1`2023-04-04 00:00:00.000`2023-03-17 00:00:00.000`1 ITEM - BLANKET ORDER - SHIP 20 PIECES PER MONTH STARTING IN APRIL - JAMIE`2023-01-18 00:00:00.000`NULL
126746`EMS`2022-10-24 00:00:00.000`9602147`A`POLY-V STEEL SHEAVE - BALANCED`10`0`0`10`0`11`10`0`0`0`0`I00292545`4`2023-04-04 00:00:00.000`2023-03-09 00:00:00.000`1 ITEM - 10 DIFFERENT JOBS - JAMIE`2022-10-25 00:00:00.000`NULL

(65 rows affected)
